premise,hypothesis,label,negation_type
As crianças naquela região não frequentam a escola.,Elas estão privadas de educação formal.,1,lex
Os refugiados não possuem passaportes válidos.,Os refugiados estão privados de documentação legal.,1,lex
O regulamento escolar veda terminantemente bullying.,Bullying é de forma alguma tolerado.,1,lex
O prisioneiro de guerra não tem contato com familiares.,O prisioneiro está privado de contato familiar.,1,lex
O semáforo ficou vermelho e todos os carros reduziram a velocidade até zero.,O tráfego vai parar completamente.,1,lex
O atleta não quis usar a substância proibida.,O atleta vai recusar a substância.,1,lex
O celular desligou porque a bateria acabou.,Houve falta de carga na bateria.,1,lex
O aluno foi reprovado por não frequentar as aulas.,A ausência nas aulas causou a reprovação.,1,lex
"Ele ouviu todas as críticas calado, sem revidar.",Ele soube resistir ao impulso de responder.,1,lex
O documento não tem valor legal sem a assinatura do responsável.,A ausência da rubrica o invalida.,1,lex
A chuva forte impediu a continuidade do jogo.,O jogo vai parar por causa da chuva.,1,lex
O professor riscou toda a introdução da minha tese com um X vermelho.,Ele veio a rejeitar minha linha de argumentação.,1,lex
O consumidor devolveu o produto com defeito.,O consumidor vai rejeitar o produto.,1,lex
A lista de convidados foi fechada e o nome do irmão do noivo não está nela.,O irmão do noivo foi excluído da lista de convidados.,1,lex
O tratado internacional veda testes atômicos.,O tratado vai proibir testes atômicos.,1,lex
A marca de celular é famosa por seus aparelhos quase indestrutíveis.,Seus produtos resistem a quedas e arranhões.,1,lex
